Title,Date Of Issue,Link,Code,PDF Link,PDF Filename,S3 URL,Extraction Timestamp,Update Timestamp,Verification Timestamp
Auction of Government of India Dated Securities,"Jan 08, 2018",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11202,RBI/2017-18/118 Ref.No.IDMD/1730/08.02.032/2017-18,https://website.rbi.org.in/documents/87730/39710850/CIR0801201828fc926ae6a64f33bfdf6fc7bc78c341.pdf,RBI_2017-18_118_Ref_No_IDMD_1730_08_02_032_2017-18_20250108000659.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_118_Ref_No_IDMD_1730_08_02_032_2017-18_20250108000659.pdf,2025-01-08 00:06:59,2025-01-08 00:06:59,2025-01-08 00:06:59
Auction for Sale (Re-issue) of Government Stock (GS),"Jan 08, 2018",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11201,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/MERG0801201797492c2a2955459ba1aabe34c6374a11.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000700.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000700.pdf,2025-01-08 00:07:00,2025-01-08 00:07:00,2025-01-08 00:07:00
XBRL Returns - Harmonization of Banking Statistics,"Jan 04, 2018",https://website.rbi.org.in/web/rbi/-/notifications/xbrl-returns-harmonization-of-banking-statistics-11199,RBI/2017-18/117 DBR.No.BP.BC.99/08.13.100/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT11771b517277e864f87a1ebe670a61ef357.pdf,RBI_2017-18_117_DBR_No_BP_BC_99_08_13_100_2017-18_20250108000701.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_117_DBR_No_BP_BC_99_08_13_100_2017-18_20250108000701.pdf,2025-01-08 00:07:01,2025-01-08 00:07:01,2025-01-08 00:07:01
Submission of Financial Information to Information Utilities,"Jan 04, 2018",https://website.rbi.org.in/web/rbi/-/notifications/submission-of-financial-information-to-information-utilities-11197,RBI/2017-18/115 DNBR.PD(ARC)CC.No.05/26.03.001/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT1159e64ea5ab6c841abb1d9c41b7dcdbf92.pdf,RBI_2017-18_115_DNBR_PD_ARC_CC_No_05_26_03_001_2017-18_20250108000703.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_115_DNBR_PD_ARC_CC_No_05_26_03_001_2017-18_20250108000703.pdf,2025-01-08 00:07:03,2025-01-08 00:07:03,2025-01-08 00:07:03
Refinancing of External Commercial Borrowings,"Jan 04, 2018",https://website.rbi.org.in/web/rbi/-/notifications/refinancing-of-external-commercial-borrowings-11198,RBI/2017-18/116 A.P. (DIR Series) Circular No.15,https://website.rbi.org.in/documents/87730/39710850/NT11671225a4473744301be8398c5166813b0.pdf,RBI_2017-18_116_A_P_DIR_Series_Circular_No_15_20250108000710.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_116_A_P_DIR_Series_Circular_No_15_20250108000710.pdf,2025-01-08 00:07:10,2025-01-08 00:07:10,2025-01-08 00:07:10
"7.75% Savings (Taxable) Bonds, 2018","Jan 03, 2018",https://website.rbi.org.in/web/rbi/-/notifications/7.75-savings-taxable-bonds-2018-11196,RBI/2017-18/114 IDMD.CDD.No.1671/13.01.299/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT1145e087c43c4704f5fb7150223e942a285.pdf,RBI_2017-18_114_IDMD_CDD_No_1671_13_01_299_2017-18_20250108000712.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_114_IDMD_CDD_No_1671_13_01_299_2017-18_20250108000712.pdf,2025-01-08 00:07:12,2025-01-08 00:07:12,2025-01-08 00:07:12
Auction of Government of India Dated Securities,"Jan 01, 2018",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11195,RBI/2017-18/113 Ref. No. IDMD/1640/08.02.032/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT113e07e4eb23fa04da8be439e916ad026c8.pdf,RBI_2017-18_113_Ref_No_IDMD_1640_08_02_032_2017-18_20250108000713.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_113_Ref_No_IDMD_1640_08_02_032_2017-18_20250108000713.pdf,2025-01-08 00:07:13,2025-01-08 00:07:13,2025-01-08 00:07:13
Auction for Sale (Issue/Re-issue) of Government Stock (GS),"Jan 01, 2018",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-issue-re-issue-of-government-stock-gs-11194,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/MER01012018a4c938072d924d2888f899c303031851.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000729.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000729.pdf,2025-01-08 00:07:29,2025-01-08 00:07:29,2025-01-08 00:07:29
Cessation of 8 percent GoI Savings (Taxable) Bonds 2003,"Jan 01, 2018",https://website.rbi.org.in/web/rbi/-/notifications/cessation-of-8-percent-goi-savings-taxable-bonds-2003-11193,"Government of India Ministry of Finance Department of Economic Affairs Budget Division, (W&amp;M Section) New Delhi,",https://website.rbi.org.in/documents/87730/39710850/8SBT2003ec08f77a1ea745e4aa9a6865852a9c83.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_W_amp_M_Secti_20250108000730.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_W_amp_M_Secti_20250108000730.pdf,2025-01-08 00:07:30,2025-01-08 00:07:30,2025-01-08 00:07:30
Auction of Government of India Dated Securities,"Dec 22, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11192,RBI/2017-18/112 Ref. No.IDMD/1569/08.02.032/2017-18,https://website.rbi.org.in/documents/87730/39710850/NOTI1125a0d4b432eac407ba547dc0fb75efe83.pdf,RBI_2017-18_112_Ref_No_IDMD_1569_08_02_032_2017-18_20250108000731.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_112_Ref_No_IDMD_1569_08_02_032_2017-18_20250108000731.pdf,2025-01-08 00:07:31,2025-01-08 00:07:31,2025-01-08 00:07:31
Auction for Sale (Re-issue) of Government Stock (GS),"Dec 22, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11191,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/GSEC22122017a47f4a8547e8415c92aa6322b65ab8f4.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000738.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000738.pdf,2025-01-08 00:07:38,2025-01-08 00:07:38,2025-01-08 00:07:38
Prompt implementation of Governments’ instructions by agency banks,"Dec 21, 2017",https://website.rbi.org.in/web/rbi/-/notifications/prompt-implementation-of-governments-instructions-by-agency-banks-11190,RBI/2017-18/111 DGBA.GBD/1616/15.02.005/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT1111d6d4a03530449388ea929ebfb4d05ab.pdf,RBI_2017-18_111_DGBA_GBD_1616_15_02_005_2017-18_20250108000745.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_111_DGBA_GBD_1616_15_02_005_2017-18_20250108000745.pdf,2025-01-08 00:07:45,2025-01-08 00:07:45,2025-01-08 00:07:45
Submission of Financial Information to Information Utilities,"Dec 19, 2017",https://website.rbi.org.in/web/rbi/-/notifications/submission-of-financial-information-to-information-utilities-11189,RBI/2017-18/110 DBR.No.Leg.BC.98/09.08.019/2017-18,https://website.rbi.org.in/documents/87730/39710850/IUC19122017063a65d368cd4f6daec111841091c932.pdf,RBI_2017-18_110_DBR_No_Leg_BC_98_09_08_019_2017-18_20250108000747.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_110_DBR_No_Leg_BC_98_09_08_019_2017-18_20250108000747.pdf,2025-01-08 00:07:47,2025-01-08 00:07:47,2025-01-08 00:07:47
Customer Protection - Limiting Liability of Customers of Co-operative Banks in Unauthorised Electronic Banking Transactions,"Dec 14, 2017",https://website.rbi.org.in/web/rbi/-/notifications/customer-protection-limiting-liability-of-customers-of-co-operative-banks-in-unauthorised-electronic-banking-transactions-11188,"RBI/2017-18/109 DCBR.BPD.(PCB/RCB).Cir.No.06/12.05.001/2017-18 December 14, 2017 The Chief Executive OfficerAll Primary (Urban) Co-operative Banks/All State Co-operative Banks/All District Central Co-operative Banks Madam / Dear Sir, Customer Protection - Limiting Liability of Customers of Co-operative Banks in Unauthorised Electronic Banking Transactions Please refer to our circular UBD.BSD.I/PCB/No.45/12.05.00/2001-02 dated",https://website.rbi.org.in/documents/87730/39710850/NT109e231d641dad34b33af9e01dfe48390e2.pdf,RBI_2017-18_109_DCBR_BPD_PCB_RCB_Cir_No_06_12_05_001_2017-18_December_14_2017_The_Chief_Executive_Of_20250108000749.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_109_DCBR_BPD_PCB_RCB_Cir_No_06_12_05_001_2017-18_December_14_2017_The_Chief_Executive_Of_20250108000749.pdf,2025-01-08 00:07:49,2025-01-08 00:07:49,2025-01-08 00:07:49
Investment by Foreign Portfolio Investors (FPI) in Government Securities Medium Term Framework - Review,"Dec 12, 2017",https://website.rbi.org.in/web/rbi/-/notifications/investment-by-foreign-portfolio-investors-fpi-in-government-securities-medium-term-framework-review-11186,RBI/2017-18/108 A.P. (DIR Series) Circular No. 14,https://website.rbi.org.in/documents/87730/39710850/NT1082168b7ea8e6a4b95ae83d9f797415645.pdf,RBI_2017-18_108_A_P_DIR_Series_Circular_No_14_20250108000752.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_108_A_P_DIR_Series_Circular_No_14_20250108000752.pdf,2025-01-08 00:07:52,2025-01-08 00:07:52,2025-01-08 00:07:52
Settlement of Agency transactions in certain cases (for Funds and Agency Commission) directly from Reserve Bank of India,"Dec 07, 2017",https://website.rbi.org.in/web/rbi/-/notifications/settlement-of-agency-transactions-in-certain-cases-for-funds-and-agency-commission-directly-from-reserve-bank-of-india-11185,RBI/2017-18/107 DGBA.GBD.No-1498/31.02.007/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT1071f33dcce541342ecb664eb42aa5de01c.pdf,RBI_2017-18_107_DGBA_GBD_No-1498_31_02_007_2017-18_20250108000754.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_107_DGBA_GBD_No-1498_31_02_007_2017-18_20250108000754.pdf,2025-01-08 00:07:54,2025-01-08 00:07:54,2025-01-08 00:07:54
"Change in name of “Sardar Bhiladwala Pardi People’s Co-operative Bank Ltd., Killa Pardi, Dist. Valsad (Gujarat)” to “SBPP Co-operative Bank Ltd., Killa Pardi, Dist. Valsad (Gujarat)” in the Second Schedule to the Reserve Bank of India Act, 1934","Dec 07, 2017",https://website.rbi.org.in/web/rbi/-/notifications/change-in-name-of-sardar-bhiladwala-pardi-people-s-co-operative-bank-ltd.-killa-pardi-dist.-valsad-gujarat-to-sbpp-co-operative-bank-ltd.-killa-pardi-dist.-valsad-gujarat-in-the-second-schedule-to-the-reserve-bank-of-india-11184,RBI/2017-18/106 DCBR.RAD.(PCB/RCB) Cir. No.5/07.12.001/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT106c8b308308c8344b7aeb7893b4f05f960.pdf,RBI_2017-18_106_DCBR_RAD_PCB_RCB_Cir_No_5_07_12_001_2017-18_20250108000755.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_106_DCBR_RAD_PCB_RCB_Cir_No_5_07_12_001_2017-18_20250108000755.pdf,2025-01-08 00:07:55,2025-01-08 00:07:55,2025-01-08 00:07:55
Rationalisation of Merchant Discount Rate (MDR) for Debit Card Transactions,"Dec 06, 2017",https://website.rbi.org.in/web/rbi/-/notifications/rationalisation-of-merchant-discount-rate-mdr-for-debit-card-transactions-11183,RBI/2017-18/105 DPSS.CO.PD No. 1633/02.14.003/2017-18,https://website.rbi.org.in/documents/87730/39710850/MDR06122017317ce333007d406a9002f5a119229563.pdf,RBI_2017-18_105_DPSS_CO_PD_No_1633_02_14_003_2017-18_20250108000805.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_105_DPSS_CO_PD_No_1633_02_14_003_2017-18_20250108000805.pdf,2025-01-08 00:08:05,2025-01-08 00:08:05,2025-01-08 00:08:05
Auction of Government of India Dated Securities,"Dec 05, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11182,RBI/2017-18/104 Ref. No. IDMD/1373/08.02.032/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT1048f6c7b1c7cca4479a9a564bb4eea3f86.pdf,RBI_2017-18_104_Ref_No_IDMD_1373_08_02_032_2017-18_20250108000807.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_104_Ref_No_IDMD_1373_08_02_032_2017-18_20250108000807.pdf,2025-01-08 00:08:07,2025-01-08 00:08:07,2025-01-08 00:08:07
Auction for Sale (Re-issue) of Government Stock (GS),"Dec 05, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11181,"Government of India Ministry of Finance Department of Economic Affairs Budget DivisionNew Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/GSEC051217193eb98cac0c42fe9dd5a49f410d9ac5.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_DivisionNew_Delhi_date_20250108000809.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_DivisionNew_Delhi_date_20250108000809.pdf,2025-01-08 00:08:09,2025-01-08 00:08:09,2025-01-08 00:08:09
Reporting of Transactions by agency banks to RBI,"Nov 30, 2017",https://website.rbi.org.in/web/rbi/-/notifications/reporting-of-transactions-by-agency-banks-to-rbi-11180,RBI/2017-18/103 DGBA.GBD.1472/31.02.007/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT103b717375048e443a8b0aaf051061e5a64.pdf,RBI_2017-18_103_DGBA_GBD_1472_31_02_007_2017-18_20250108000810.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_103_DGBA_GBD_1472_31_02_007_2017-18_20250108000810.pdf,2025-01-08 00:08:10,2025-01-08 00:08:10,2025-01-08 00:08:10
Auction of Government of India Dated Securities,"Nov 27, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11179,RBI/2017-18/102 Ref. No. IDMD/1325/08.02.032/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT102e8e9d238b1f04c8384004b55c9be3f3b.pdf,RBI_2017-18_102_Ref_No_IDMD_1325_08_02_032_2017-18_20250108000811.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_102_Ref_No_IDMD_1325_08_02_032_2017-18_20250108000811.pdf,2025-01-08 00:08:11,2025-01-08 00:08:11,2025-01-08 00:08:11
Auction for Sale (Re-issue) of Government Stock (GS),"Nov 27, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11178,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/MERF271120174e0ffa429f23469ab620e6a3f3e845f4.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000813.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000813.pdf,2025-01-08 00:08:13,2025-01-08 00:08:13,2025-01-08 00:08:13
Conversion of debt into equity- Review,"Nov 23, 2017",https://website.rbi.org.in/web/rbi/-/notifications/conversion-of-debt-into-equity-review-11177,"RBI/2017-18/101 DNBR.PD(ARC)CC. No.04/26.03.001/2017-18 November 23, 2017 The Chairman/ Managing Director/ Chief Executive Officer All registered Asset Reconstruction Companies Dear Sir/Madam, Conversion of debt into equity- Review Please refer to our Circular DNBS(PD)CC.No. 35/SCRC/26.03.001/2013-14 dated",https://website.rbi.org.in/documents/87730/39710850/NT1018cc2f67fc1d64d7bb23c227a982571e4.pdf,RBI_2017-18_101_DNBR_PD_ARC_CC_No_04_26_03_001_2017-18_November_23_2017_The_Chairman_Managing_Direct_20250108000814.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_101_DNBR_PD_ARC_CC_No_04_26_03_001_2017-18_November_23_2017_The_Chairman_Managing_Direct_20250108000814.pdf,2025-01-08 00:08:14,2025-01-08 00:08:14,2025-01-08 00:08:14
Auction of Government Securities: Non-Competitive Bidding Facility to retail investors,"Nov 23, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-securities-non-competitive-bidding-facility-to-retail-investors-11175,"RBI/2017-18/99 IDMD.1080/08.01.001/2017-18 November 23, 2017 All Scheduled Commercial BanksAll State Co-operative Banks / All Scheduled Primary(Urban) Co-operative Banks / All Financial Institutions /All Primary Dealers/All stock exchanges Dear Madam/ Sir, Auction of Government Securities: Non-Competitive Bidding Facility to retail investorsPlease refer to the circular IDMC./08.01.02/2001-02 dated December 7, 2001 as well as the press release dated",https://website.rbi.org.in/documents/87730/39710850/NT99b53d158befe54a2fb062373fb1f394fe.pdf,RBI_2017-18_99_IDMD_1080_08_01_001_2017-18_November_23_2017_All_Scheduled_Commercial_BanksAll_State__20250108000821.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_99_IDMD_1080_08_01_001_2017-18_November_23_2017_All_Scheduled_Commercial_BanksAll_State__20250108000821.pdf,2025-01-08 00:08:21,2025-01-08 00:08:21,2025-01-08 00:08:21
Special Deposit Scheme (SDS)-1975 Payment of interest for calendar year 2017,"Nov 23, 2017",https://website.rbi.org.in/web/rbi/-/notifications/special-deposit-scheme-sds-1975-payment-of-interest-for-calendar-year-2017-11176,RBI/2017-18/100 DGBA.GBD.No.1387/15.01.001/2017-18,https://website.rbi.org.in/documents/87730/39710850/NT100204b9c87945142bd98d96752b70b2173.pdf,RBI_2017-18_100_DGBA_GBD_No_1387_15_01_001_2017-18_20250108000823.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_100_DGBA_GBD_No_1387_15_01_001_2017-18_20250108000823.pdf,2025-01-08 00:08:23,2025-01-08 00:08:23,2025-01-08 00:08:23
Auction of Government of India Dated Securities,"Nov 20, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11174,RBI/2017-18/98 Ref.No.IDMD/1243/08.02.032/2017-18,https://website.rbi.org.in/documents/87730/39710850/NOTI981d3f9c92967d43608f2d822270982171.pdf,RBI_2017-18_98_Ref_No_IDMD_1243_08_02_032_2017-18_20250108000825.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_98_Ref_No_IDMD_1243_08_02_032_2017-18_20250108000825.pdf,2025-01-08 00:08:25,2025-01-08 00:08:25,2025-01-08 00:08:25
Auction for Sale (Re-issue) of Government Stock (GS),"Nov 20, 2017",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11173,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/MARGS201120173f62d655cb424233bb1219eeaa8e9f86.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000837.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250108000837.pdf,2025-01-08 00:08:37,2025-01-08 00:08:37,2025-01-08 00:08:37
Secondary market transactions in Government Securities - Notional Short Sale,"Nov 16, 2017",https://website.rbi.org.in/web/rbi/-/notifications/secondary-market-transactions-in-government-securities-notional-short-sale-11171,"This circular has been superseded by Short Sale (Reserve Bank) Directions, 2018 dated July 25, 2018.RBI/2017-18/96 FMRD.DIRD.04/14.03.007/2017-18 November 16, 2017 All market participants Dear Sir/Madam, Secondary market transactions in Government Securities – Notional Short Sale In terms of RBI circulars IDMD.PCD.21/14.03.07/2011-12 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI96691fb382be154c3dadcaa37d5d6b4814.pdf,This_circular_has_been_superseded_by_Short_Sale_Reserve_Bank_Directions_2018_dated_July_25_2018_RBI__20250108000838.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsThis_circular_has_been_superseded_by_Short_Sale_Reserve_Bank_Directions_2018_dated_July_25_2018_RBI__20250108000838.pdf,2025-01-08 00:08:38,2025-01-08 00:08:38,2025-01-08 00:08:38
Over-the-Counter Government Securities Transaction by Foreign Portfolio Investors (FPIs) - Settlement Period,"Nov 16, 2017",https://website.rbi.org.in/web/rbi/-/notifications/over-the-counter-government-securities-transaction-by-foreign-portfolio-investors-fpis-settlement-period-11172,"RBI/2017-18/97 FMRD.DIRD.05/14.03.007/2017-18 November 16, 2017 All market participants Dear Sir/Madam, Over-the-Counter Government Securities Transaction by Foreign Portfolio Investors (FPIs) – Settlement Period In terms of RBI circular FMRD.DIRD.06/14.03.007/2014-15 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI9769c78154c4364ff295ecd892c9f5aaf4.pdf,RBI_2017-18_97_FMRD_DIRD_05_14_03_007_2017-18_November_16_2017_All_market_participants_Dear_Sir_Mada_20250108000839.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_97_FMRD_DIRD_05_14_03_007_2017-18_November_16_2017_All_market_participants_Dear_Sir_Mada_20250108000839.pdf,2025-01-08 00:08:39,2025-01-08 00:08:39,2025-01-08 00:08:39
Exim Bank's Government of India supported Line of Credit of USD 81 million to the Government of the Republic of Rwanda,"Nov 16, 2017",https://website.rbi.org.in/web/rbi/-/notifications/exim-bank-s-government-of-india-supported-line-of-credit-of-usd-81-million-to-the-government-of-the-republic-of-rwanda-11168,"RBI/2017-18/93 A.P. (DIR Series) Circular No. 13 November 16, 2017 To All Category - I Authorised Dealer Banks Madam / Sir, Exim Bank's Government of India supported Line of Credit of USD 81 million to the Government of the Republic of Rwanda Export-Import Bank of India (Exim Bank) has entered into an Agreement on",https://website.rbi.org.in/documents/87730/39710850/APDIR13f1200c9ca00a4f89bbabef0f55c61ad1.pdf,RBI_2017-18_93_A_P_DIR_Series_Circular_No_13_November_16_2017_To_All_Category_-_I_Authorised_Dealer__20250108000841.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_93_A_P_DIR_Series_Circular_No_13_November_16_2017_To_All_Category_-_I_Authorised_Dealer__20250108000841.pdf,2025-01-08 00:08:41,2025-01-08 00:08:41,2025-01-08 00:08:41
"Inclusion of “Utkarsh Small Finance Bank Limited” in the Second Schedule to the Reserve Bank of India Act, 1934","Nov 16, 2017",https://website.rbi.org.in/web/rbi/-/notifications/inclusion-of-utkarsh-small-finance-bank-limited-in-the-second-schedule-to-the-reserve-bank-of-india-act-1934-11166,"RBI/2017-18/91 DBR.No.Ret.BC.97/12.07.150/2017-18 November 16, 2017 All Scheduled Commercial Banks Dear Sir, Inclusion of “Utkarsh Small Finance Bank Limited” in the Second Schedule to the Reserve Bank of India Act, 1934 We advise that the “Utkarsh Small Finance Bank Limited” has been included in the Second Schedule to the Reserve Bank of India Act, 1934 vide Notification DBR.NBD.(SFB-UMFL).No.2689/16.13.216/2017-2018 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI91f924a88d1a7f46168fac59794db87f7e.pdf,RBI_2017-18_91_DBR_No_Ret_BC_97_12_07_150_2017-18_November_16_2017_All_Scheduled_Commercial_Banks_De_20250108000848.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_91_DBR_No_Ret_BC_97_12_07_150_2017-18_November_16_2017_All_Scheduled_Commercial_Banks_De_20250108000848.pdf,2025-01-08 00:08:48,2025-01-08 00:08:48,2025-01-08 00:08:48
Exim Bank's Government of India supported Line of Credit of USD 500 million to the SBM (Mauritius) Infrastructure Development Company Ltd.,"Nov 16, 2017",https://website.rbi.org.in/web/rbi/-/notifications/exim-bank-s-government-of-india-supported-line-of-credit-of-usd-500-million-to-the-sbm-mauritius-infrastructure-development-company-ltd.-11167,"RBI/2017-18/92 A.P. (DIR Series) Circular No. 12 November 16, 2017 To All Category - I Authorised Dealer Banks Madam / Sir, Exim Bank's Government of India supported Line of Credit of USD 500 million to the SBM (Mauritius) Infrastructure Development Company Ltd. Export-Import Bank of India (Exim Bank) has entered into an Agreement on",https://website.rbi.org.in/documents/87730/39710850/APDIR127c36f4544eac4f059e64e231e7e00d5e.pdf,RBI_2017-18_92_A_P_DIR_Series_Circular_No_12_November_16_2017_To_All_Category_-_I_Authorised_Dealer__20250108000849.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_92_A_P_DIR_Series_Circular_No_12_November_16_2017_To_All_Category_-_I_Authorised_Dealer__20250108000849.pdf,2025-01-08 00:08:49,2025-01-08 00:08:49,2025-01-08 00:08:49
"Implementation of UNSCR 2356 (2017), UNSCR 2371(2017) and UNSCR 2375 (2017) pertaining to Democratic People's Republic of Korea (DPRK)","Nov 16, 2017",https://website.rbi.org.in/web/rbi/-/notifications/implementation-of-unscr-2356-2017-unscr-2371-2017-and-unscr-2375-2017-pertaining-to-democratic-people-s-republic-of-korea-dprk-11169,"RBI/2017-18/94 DBR.AML.No.4802/14.06.056/2017-18 November 16, 2017 All Regulated Entities Dear Sir/Madam, Implementation of UNSCR 2356 (2017), UNSCR 2371(2017) and UNSCR 2375 (2017) pertaining to Democratic People's Republic of Korea (DPRK) Please find enclosed a copy of the ‘Order’ issued by Ministry of External Affairs dated",https://website.rbi.org.in/documents/87730/39710850/NOTI9474391923311241eb813104552ce40db9.pdf,RBI_2017-18_94_DBR_AML_No_4802_14_06_056_2017-18_November_16_2017_All_Regulated_Entities_Dear_Sir_Ma_20250108000856.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2017-18_94_DBR_AML_No_4802_14_06_056_2017-18_November_16_2017_All_Regulated_Entities_Dear_Sir_Ma_20250108000856.pdf,2025-01-08 00:08:56,2025-01-08 00:08:56,2025-01-08 00:08:56
